name,age,country,year,sports,gold_medal,silver_medal,brone_medal,total_medal,Date
Konstantin Ushakov,34.0,Russia,2004,Volleyball,0,0,1,1,2004-08-29
Aleksey Verbov,22.0,Russia,2004,Volleyball,0,0,1,1,2004-08-29
Valerio Vermiglio,28.0,Italy,2004,Volleyball,0,1,0,1,2004-08-29
Wang Lina,26.0,China,2004,Volleyball,1,0,0,1,2004-08-29
Yang Hao,24.0,China,2004,Volleyball,1,0,0,1,2004-08-29
Andrey Yegorchev,26.0,Russia,2004,Volleyball,0,0,1,1,2004-08-29
Zhang Na,24.0,China,2004,Volleyball,1,0,0,1,2004-08-29
Zhang Ping,22.0,China,2004,Volleyball,1,0,0,1,2004-08-29
Zhang Yuehong,28.0,China,2004,Volleyball,1,0,0,1,2004-08-29
Zhao Ruirui,22.0,China,2004,Volleyball,1,0,0,1,2004-08-29
Zhou Suhong,25.0,China,2004,Volleyball,1,0,0,1,2004-08-29
Tai Aguero,23.0,Cuba,2000,Volleyball,1,0,0,1,2000-10-01
Yevgeniya Artamonova Estes,25.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Vladimir Batez,31.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Yelena Batukhtina Tyurina,29.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Anastasiya Belikova,21.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Regla Bell,30.0,Cuba,2000,Volleyball,1,0,0,1,2000-10-01
Slobodan Boškan,25.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Marco Bracci,34.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Mirko Corsano,26.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Marlenis Costa,27.0,Cuba,2000,Volleyball,1,0,0,1,2000-10-01
Elisângela,21.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Alessandro Fei,21.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Ana Ivis Fernández,27.0,Cuba,2000,Volleyball,1,0,0,1,2000-10-01
Fofão,30.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Mirka Francis,25.0,Cuba,2000,Volleyball,1,0,0,1,2000-10-01
Yekaterina Gamova,19.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Andrea Gardini,34.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Aleksandr Gerasimov,25.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Andrija Geric,23.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Andrea Giani,30.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Lena Godina,22.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Valery Goryushev,26.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Tatyana Gracheva,27.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Pasquale Gravina,30.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Nikola Grbic,27.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Vladimir Grbic,29.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Janina,27.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Karin,28.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Kátia,27.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Aleksey Kazakov,24.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Kely,25.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Vadim Khamuttskikh,30.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Kiki,20.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Slobodan Kovac,33.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Aleksey Kuleshov,21.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Leila,28.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Mireya Luis,33.0,Cuba,2000,Volleyball,1,0,0,1,2000-10-01
Luigi Mastrangelo,25.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Marco Meoni,27.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Ðula Mešter,28.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Vasa Mijic,27.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Ivan Miljkovic,21.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Yevgeny Mitkov,28.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Nataliya Morozova,27.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Ruslan Olikhver,31.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Samuele Papi,27.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Olga Potashova,24.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Raquel,22.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Ricarda,30.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Simone Rosalba,24.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Yumilka Ruíz,22.0,Cuba,2000,Volleyball,1,0,0,1,2000-10-01
Inessa Sargsyan,28.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Andrea Sartoretti,29.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Ilya Savelyev,29.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Igor Shulepov,27.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Lyubov Sokolova Shashkova,22.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Sergey Tetyukhin,24.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Yelizaveta Tishchenko,25.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Paolo Tofoli,34.0,Italy,2000,Volleyball,0,0,1,1,2000-10-01
Regla Torres,25.0,Cuba,2000,Volleyball,1,0,0,1,2000-10-01
Konstantin Ushakov,30.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Yelena Vasilevskaya,22.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Virna,29.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Goran Vujevic,27.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Igor Vušurovic,25.0,Serbia and Montenegro,2000,Volleyball,1,0,0,1,2000-10-01
Walewska,21.0,Brazil,2000,Volleyball,0,0,1,1,2000-10-01
Roman Yakovlev,24.0,Russia,2000,Volleyball,0,1,0,1,2000-10-01
Timo Boll,31.0,Germany,2012,Table Tennis,0,0,1,1,2012-08-12
Ai Fukuhara,23.0,Japan,2012,Table Tennis,0,1,0,1,2012-08-12
Guo Yue,24.0,China,2012,Table Tennis,1,0,0,1,2012-08-12
Sayaka Hirano,27.0,Japan,2012,Table Tennis,0,1,0,1,2012-08-12
Kasumi Ishikawa,19.0,Japan,2012,Table Tennis,0,1,0,1,2012-08-12
Ju Se Hyeok,32.0,South Korea,2012,Table Tennis,0,1,0,1,2012-08-12
Li Jia Wei,30.0,Singapore,2012,Table Tennis,0,0,1,1,2012-08-12
Ma Long,23.0,China,2012,Table Tennis,1,0,0,1,2012-08-12
O Sang Eun,35.0,South Korea,2012,Table Tennis,0,1,0,1,2012-08-12
Bastian Steger,31.0,Germany,2012,Table Tennis,0,0,1,1,2012-08-12
Wang Jue Gu,32.0,Singapore,2012,Table Tennis,0,0,1,1,2012-08-12
Yu Seung Min,29.0,South Korea,2012,Table Tennis,0,1,0,1,2012-08-12
Timo Boll,27.0,Germany,2008,Table Tennis,0,1,0,1,2008-08-24
Dang Ye Seo,27.0,South Korea,2008,Table Tennis,0,0,1,1,2008-08-24
Feng Tian Wei,21.0,Singapore,2008,Table Tennis,0,1,0,1,2008-08-24
Kim Gyeong A,31.0,South Korea,2008,Table Tennis,0,0,1,1,2008-08-24
Li Jia Wei,27.0,Singapore,2008,Table Tennis,0,1,0,1,2008-08-24
O Sang Eun,31.0,South Korea,2008,Table Tennis,0,0,1,1,2008-08-24
Dmitrij Ovtcharov,19.0,Germany,2008,Table Tennis,0,1,0,1,2008-08-24
Park Mi Yeong,26.0,South Korea,2008,Table Tennis,0,0,1,1,2008-08-24
Christian Süß,23.0,Germany,2008,Table Tennis,0,1,0,1,2008-08-24
Wang Jue Gu,28.0,Singapore,2008,Table Tennis,0,1,0,1,2008-08-24
Yoon Jae Young,25.0,South Korea,2008,Table Tennis,0,0,1,1,2008-08-24
Yu Seung Min,26.0,South Korea,2008,Table Tennis,0,0,1,1,2008-08-24
Chen Qi,20.0,China,2004,Table Tennis,1,0,0,1,2004-08-29
Guo Yue,16.0,China,2004,Table Tennis,0,0,1,1,2004-08-29
Kim Gyeong A,27.0,South Korea,2004,Table Tennis,0,0,1,1,2004-08-29
Kim Hyang Mi,24.0,North Korea,2004,Table Tennis,0,1,0,1,2004-08-29
Ko Lai Chak,28.0,Hong Kong,2004,Table Tennis,0,1,0,1,2004-08-29
Lee Eun Sil,27.0,South Korea,2004,Table Tennis,0,1,0,1,2004-08-29
Li Ching,29.0,Hong Kong,2004,Table Tennis,0,1,0,1,2004-08-29
Ma Lin,24.0,China,2004,Table Tennis,1,0,0,1,2004-08-29
Michael Maze,22.0,Denmark,2004,Table Tennis,0,0,1,1,2004-08-29
Niu Jianfeng,23.0,China,2004,Table Tennis,0,0,1,1,2004-08-29
Seog Eun Mi,27.0,South Korea,2004,Table Tennis,0,1,0,1,2004-08-29
Finn Tugwell,28.0,Denmark,2004,Table Tennis,0,0,1,1,2004-08-29
Wang Hao,20.0,China,2004,Table Tennis,0,1,0,1,2004-08-29
Wang Liqin,26.0,China,2004,Table Tennis,0,0,1,1,2004-08-29
Wang Nan,25.0,China,2004,Table Tennis,1,0,0,1,2004-08-29
Yu Seung Min,22.0,South Korea,2004,Table Tennis,1,0,0,1,2004-08-29
Chen Jing,31.0,Chinese Taipei,2000,Table Tennis,0,0,1,1,2000-10-01
Patrick Chila,30.0,France,2000,Table Tennis,0,0,1,1,2000-10-01
Jean Philippe Gatien,31.0,France,2000,Table Tennis,0,0,1,1,2000-10-01
Kim Mu Gyo,25.0,South Korea,2000,Table Tennis,0,0,1,1,2000-10-01
Sun Jin,20.0,China,2000,Table Tennis,0,1,0,1,2000-10-01
Jan Ove Waldner,34.0,Sweden,2000,Table Tennis,0,1,0,1,2000-10-01
Wang Liqin,22.0,China,2000,Table Tennis,1,0,0,1,2000-10-01
Yan Sen,25.0,China,2000,Table Tennis,1,0,0,1,2000-10-01
Yang Ying,23.0,China,2000,Table Tennis,0,1,0,1,2000-10-01
Yu Ji Hye,24.0,South Korea,2000,Table Tennis,0,0,1,1,2000-10-01
Alistair Brownlee,24.0,Great Britain,2012,Triathlon,1,0,0,1,2012-08-12
Jonny Brownlee,22.0,Great Britain,2012,Triathlon,0,0,1,1,2012-08-12
Erin Densham,27.0,Australia,2012,Triathlon,0,0,1,1,2012-08-12
Javier Gómez,29.0,Spain,2012,Triathlon,0,1,0,1,2012-08-12
Lisa Nordén,27.0,Sweden,2012,Triathlon,0,1,0,1,2012-08-12
Nicola Spirig,30.0,Switzerland,2012,Triathlon,1,0,0,1,2012-08-12
Bevan Docherty,31.0,New Zealand,2008,Triathlon,0,0,1,1,2008-08-24
Vanessa Fernandes,22.0,Portugal,2008,Triathlon,0,1,0,1,2008-08-24
Jan Frodeno,27.0,Germany,2008,Triathlon,1,0,0,1,2008-08-24
Emma Moffatt,23.0,Australia,2008,Triathlon,0,0,1,1,2008-08-24
Emma Snowsill,27.0,Australia,2008,Triathlon,1,0,0,1,2008-08-24
Simon Whitfield,33.0,Canada,2008,Triathlon,0,1,0,1,2008-08-24
Kate Allen,34.0,Austria,2004,Triathlon,1,0,0,1,2004-08-29
Hamish Carter,33.0,New Zealand,2004,Triathlon,1,0,0,1,2004-08-29
Bevan Docherty,27.0,New Zealand,2004,Triathlon,0,1,0,1,2004-08-29
Loretta Harrop,29.0,Australia,2004,Triathlon,0,1,0,1,2004-08-29
Sven Riederer,23.0,Switzerland,2004,Triathlon,0,0,1,1,2004-08-29
Susan Williams,35.0,United States,2004,Triathlon,0,0,1,1,2004-08-29
Michellie Jones,31.0,Australia,2000,Triathlon,0,1,0,1,2000-10-01
Brigitte McMahon,33.0,Switzerland,2000,Triathlon,1,0,0,1,2000-10-01
Magali Messmer,29.0,Switzerland,2000,Triathlon,0,0,1,1,2000-10-01
Jan Rehula,26.0,Czech Republic,2000,Triathlon,0,0,1,1,2000-10-01
Stephan Vuckovic,28.0,Germany,2000,Triathlon,0,1,0,1,2000-10-01
Simon Whitfield,25.0,Canada,2000,Triathlon,1,0,0,1,2000-10-01
Dong Dong,23.0,China,2012,Trampoline,1,0,0,1,2012-08-12
He Wenna,23.0,China,2012,Trampoline,0,0,1,1,2012-08-12
Huang Shanshan,26.0,China,2012,Trampoline,0,1,0,1,2012-08-12
Lu Chunlong,23.0,China,2012,Trampoline,0,0,1,1,2012-08-12
Rosie MacLennan,23.0,Canada,2012,Trampoline,1,0,0,1,2012-08-12
Dmitry Ushakov,23.0,Russia,2012,Trampoline,0,1,0,1,2012-08-12
Jason Burnett,21.0,Canada,2008,Trampoline,0,1,0,1,2008-08-24
Karen Cockburn,28.0,Canada,2008,Trampoline,0,1,0,1,2008-08-24
Dong Dong,19.0,China,2008,Trampoline,0,0,1,1,2008-08-24
He Wenna,19.0,China,2008,Trampoline,1,0,0,1,2008-08-24
Yekaterina Khilko,26.0,Uzbekistan,2008,Trampoline,0,0,1,1,2008-08-24
Lu Chunlong,19.0,China,2008,Trampoline,1,0,0,1,2008-08-24
Karen Cockburn,24.0,Canada,2004,Trampoline,0,1,0,1,2004-08-29
Anna Dogonadze Lilkendey,31.0,Germany,2004,Trampoline,1,0,0,1,2004-08-29
Huang Shanshan,18.0,China,2004,Trampoline,0,0,1,1,2004-08-29
Aleksandr Moskalenko,34.0,Russia,2004,Trampoline,0,1,0,1,2004-08-29
Yuriy Nikitin,26.0,Ukraine,2004,Trampoline,1,0,0,1,2004-08-29
Henrik Stehlik,23.0,Germany,2004,Trampoline,0,0,1,1,2004-08-29
Karen Cockburn,20.0,Canada,2000,Trampoline,0,0,1,1,2000-10-01
Irina Karavayeva,25.0,Russia,2000,Trampoline,1,0,0,1,2000-10-01
Aleksandr Moskalenko,30.0,Russia,2000,Trampoline,1,0,0,1,2000-10-01
Oksana Tsyhulova,26.0,Ukraine,2000,Trampoline,0,1,0,1,2000-10-01
Mathieu Turgeon,21.0,Canada,2000,Trampoline,0,0,1,1,2000-10-01
Ji Wallace,23.0,Australia,2000,Trampoline,0,1,0,1,2000-10-01
Anastasiya Baryshnikova,21.0,Russia,2012,Taekwondo,0,0,1,1,2012-08-12
Sebastian Crismanich,25.0,Argentina,2012,Taekwondo,1,0,0,1,2012-08-12
Aleksey Denisenko,18.0,Russia,2012,Taekwondo,0,0,1,1,2012-08-12
Robelis Despaigne,24.0,Cuba,2012,Taekwondo,0,0,1,1,2012-08-12
María Espinoza,24.0,Mexico,2012,Taekwondo,0,0,1,1,2012-08-12
Helena Fromm,25.0,Germany,2012,Taekwondo,0,0,1,1,2012-08-12
Nicolás García,24.0,Spain,2012,Taekwondo,0,1,0,1,2012-08-12
Joel González,22.0,Spain,2012,Taekwondo,1,0,0,1,2012-08-12
Anne Caroline Graffe,26.0,France,2012,Taekwondo,0,1,0,1,2012-08-12
Marlene Harnois,25.0,France,2012,Taekwondo,0,0,1,1,2012-08-12
Hou Yuzhuo,24.0,China,2012,Taekwondo,0,1,0,1,2012-08-12
Hwang Gyeong Seon,26.0,South Korea,2012,Taekwondo,1,0,0,1,2012-08-12
Terrence Jennings,26.0,United States,2012,Taekwondo,0,0,1,1,2012-08-12
Jade Jones,19.0,Great Britain,2012,Taekwondo,1,0,0,1,2012-08-12
Lee Dae Hun,20.0,South Korea,2012,Taekwondo,0,1,0,1,2012-08-12
Liu Xiaobo,28.0,China,2012,Taekwondo,0,0,1,1,2012-08-12
Milica Mandic,20.0,Serbia,2012,Taekwondo,1,0,0,1,2012-08-12
Paige McPherson,21.0,United States,2012,Taekwondo,0,0,1,1,2012-08-12
Carlo Molfetta,28.0,Italy,2012,Taekwondo,1,0,0,1,2012-08-12
Mohammad Bagheri Motamed,26.0,Iran,2012,Taekwondo,0,1,0,1,2012-08-12
Lutalo Muhammad,21.0,Great Britain,2012,Taekwondo,0,0,1,1,2012-08-12
Oscar Muñoz,19.0,Colombia,2012,Taekwondo,0,0,1,1,2012-08-12
Rohullah Nikpai,25.0,Afghanistan,2012,Taekwondo,0,0,1,1,2012-08-12
Anthony Obame,23.0,Gabon,2012,Taekwondo,0,1,0,1,2012-08-12
Mauro Sarmiento,29.0,Italy,2012,Taekwondo,0,0,1,1,2012-08-12
Chanatip Sonkham,21.0,Thailand,2012,Taekwondo,0,0,1,1,2012-08-12
Nur Tatar,19.0,Turkey,2012,Taekwondo,0,1,0,1,2012-08-12
Servet Tazegül,23.0,Turkey,2012,Taekwondo,1,0,0,1,2012-08-12
Tseng Li Cheng,25.0,Chinese Taipei,2012,Taekwondo,0,0,1,1,2012-08-12
Wu Jingyu,25.0,China,2012,Taekwondo,1,0,0,1,2012-08-12
Brigitte Yagüe,31.0,Spain,2012,Taekwondo,0,1,0,1,2012-08-12
Lucija Zaninovic,25.0,Croatia,2012,Taekwondo,0,0,1,1,2012-08-12
Arman Chilmanov,24.0,Kazakhstan,2008,Taekwondo,0,0,1,1,2008-08-24
Chu Mu Yen,26.0,Chinese Taipei,2008,Taekwondo,0,0,1,1,2008-08-24
Chika Chukwumerije,24.0,Nigeria,2008,Taekwondo,0,0,1,1,2008-08-24
Dalia Contreras,24.0,Venezuela,2008,Taekwondo,0,0,1,1,2008-08-24
Gwladys Epangue,25.0,France,2008,Taekwondo,0,0,1,1,2008-08-24
María Espinoza,20.0,Mexico,2008,Taekwondo,1,0,0,1,2008-08-24
Natália Falavigna,24.0,Brazil,2008,Taekwondo,0,0,1,1,2008-08-24
Hwang Gyeong Seon,22.0,South Korea,2008,Taekwondo,1,0,0,1,2008-08-24
Im Su Jeong,22.0,South Korea,2008,Taekwondo,1,0,0,1,2008-08-24
Ja Dong Min,21.0,South Korea,2008,Taekwondo,1,0,0,1,2008-08-24
Diana Lopez,24.0,United States,2008,Taekwondo,0,0,1,1,2008-08-24
Mark Lopez,26.0,United States,2008,Taekwondo,0,1,0,1,2008-08-24
Steven Lopez,29.0,United States,2008,Taekwondo,0,0,1,1,2008-08-24
Yulis Mercedes,28.0,Dominican Republic,2008,Taekwondo,0,1,0,1,2008-08-24
Daynellis Montejo,23.0,Cuba,2008,Taekwondo,0,0,1,1,2008-08-24
Alexandros Nikolaidis,28.0,Greece,2008,Taekwondo,0,1,0,1,2008-08-24
Rohullah Nikpai,21.0,Afghanistan,2008,Taekwondo,0,0,1,1,2008-08-24
Guillermo Pérez,28.0,Mexico,2008,Taekwondo,1,0,0,1,2008-08-24
Buttree Puedpong,17.0,Thailand,2008,Taekwondo,0,1,0,1,2008-08-24
Hadi Saei,32.0,Iran,2008,Taekwondo,1,0,0,1,2008-08-24
Sandra Šaric,24.0,Croatia,2008,Taekwondo,0,0,1,1,2008-08-24
Mauro Sarmiento,25.0,Italy,2008,Taekwondo,0,1,0,1,2008-08-24
Karine Sergerie,23.0,Canada,2008,Taekwondo,0,1,0,1,2008-08-24
Nina Solheim,29.0,Norway,2008,Taekwondo,0,1,0,1,2008-08-24
Son Tae Jin,20.0,South Korea,2008,Taekwondo,1,0,0,1,2008-08-24
Sarah Stevenson,25.0,Great Britain,2008,Taekwondo,0,0,1,1,2008-08-24
Sung Yu Chi,26.0,Chinese Taipei,2008,Taekwondo,0,0,1,1,2008-08-24
Azize Tanrikulu,22.0,Turkey,2008,Taekwondo,0,1,0,1,2008-08-24
Servet Tazegül,19.0,Turkey,2008,Taekwondo,0,0,1,1,2008-08-24
Wu Jingyu,21.0,China,2008,Taekwondo,1,0,0,1,2008-08-24
Zhu Guo,23.0,China,2008,Taekwondo,0,0,1,1,2008-08-24
Martina Zubcic,19.0,Croatia,2008,Taekwondo,0,0,1,1,2008-08-24
Nia Abdallah,20.0,United States,2004,Taekwondo,0,1,0,1,2004-08-29
Myriam Baverel,23.0,France,2004,Taekwondo,0,1,0,1,2004-08-29
Yaowapa Boorapolchai,19.0,Thailand,2004,Taekwondo,0,0,1,1,2004-08-29
Adriana Carmona,30.0,Venezuela,2004,Taekwondo,0,0,1,1,2004-08-29
Chen Shih Hsien,25.0,Chinese Taipei,2004,Taekwondo,1,0,0,1,2004-08-29
Chen Zhong,21.0,China,2004,Taekwondo,1,0,0,1,2004-08-29
Chu Mu Yen,22.0,Chinese Taipei,2004,Taekwondo,1,0,0,1,2004-08-29
Pascal Gentil,31.0,France,2004,Taekwondo,0,0,1,1,2004-08-29
Huang Chih Hsiung,27.0,Chinese Taipei,2004,Taekwondo,0,1,0,1,2004-08-29
Hwang Gyeong Seon,18.0,South Korea,2004,Taekwondo,0,0,1,1,2004-08-29
Jang Ji Won,24.0,South Korea,2004,Taekwondo,1,0,0,1,2004-08-29
Youssef Karami,21.0,Iran,2004,Taekwondo,0,0,1,1,2004-08-29
Yanely Labrada,22.0,Cuba,2004,Taekwondo,0,1,0,1,2004-08-29
Steven Lopez,25.0,United States,2004,Taekwondo,1,0,0,1,2004-08-29
Luo Wei,21.0,China,2004,Taekwondo,1,0,0,1,2004-08-29
Mun Dae Seong,27.0,South Korea,2004,Taekwondo,1,0,0,1,2004-08-29
Elli Mystakidou,27.0,Greece,2004,Taekwondo,0,1,0,1,2004-08-29
Alexandros Nikolaidis,24.0,Greece,2004,Taekwondo,0,1,0,1,2004-08-29
Hadi Saei,28.0,Iran,2004,Taekwondo,1,0,0,1,2004-08-29
Tamer Salah,22.0,Egypt,2004,Taekwondo,0,0,1,1,2004-08-29
Iridia Salazar,22.0,Mexico,2004,Taekwondo,0,0,1,1,2004-08-29
Óscar Salazar,26.0,Mexico,2004,Taekwondo,0,1,0,1,2004-08-29
Song Myeong Seop,20.0,South Korea,2004,Taekwondo,0,0,1,1,2004-08-29
Bahri Tanrikulu,24.0,Turkey,2004,Taekwondo,0,1,0,1,2004-08-29
Hamide Bikçin,22.0,Turkey,2000,Taekwondo,0,0,1,1,2000-10-01
Dominique Bosshart,22.0,Canada,2000,Taekwondo,0,0,1,1,2000-10-01
Lauren Burns,26.0,Australia,2000,Taekwondo,1,0,0,1,2000-10-01
Chen Zhong,17.0,China,2000,Taekwondo,1,0,0,1,2000-10-01
Chi Shu Ju,17.0,Chinese Taipei,2000,Taekwondo,0,0,1,1,2000-10-01
Faissal Ebnoutalib,29.0,Germany,2000,Taekwondo,0,1,0,1,2000-10-01
Gabriel Esparza,27.0,Spain,2000,Taekwondo,0,1,0,1,2000-10-01
Víctor Estrada,28.0,Mexico,2000,Taekwondo,0,0,1,1,2000-10-01
Pascal Gentil,27.0,France,2000,Taekwondo,0,0,1,1,2000-10-01
Trude Gundersen,23.0,Norway,2000,Taekwondo,0,1,0,1,2000-10-01
Huang Chih Hsiung,23.0,Chinese Taipei,2000,Taekwondo,0,0,1,1,2000-10-01
Nataliya Ivanova,29.0,Russia,2000,Taekwondo,0,1,0,1,2000-10-01
Jung Jae Eun,20.0,South Korea,2000,Taekwondo,1,0,0,1,2000-10-01
Kim Gyeong Hun,25.0,South Korea,2000,Taekwondo,1,0,0,1,2000-10-01
Lee Seon Hui,21.0,South Korea,2000,Taekwondo,1,0,0,1,2000-10-01
Steven Lopez,21.0,United States,2000,Taekwondo,1,0,0,1,2000-10-01
Ángel Matos,23.0,Cuba,2000,Taekwondo,1,0,0,1,2000-10-01
Urbia Meléndez,28.0,Cuba,2000,Taekwondo,0,1,0,1,2000-10-01
Mikhail Mouroutsos,20.0,Greece,2000,Taekwondo,1,0,0,1,2000-10-01
Yoriko Okamoto,29.0,Japan,2000,Taekwondo,0,0,1,1,2000-10-01
Hadi Saei,24.0,Iran,2000,Taekwondo,0,0,1,1,2000-10-01
Sin Jun Sik,20.0,South Korea,2000,Taekwondo,0,1,0,1,2000-10-01
Tr?n Hi?u Ngân,26.0,Vietnam,2000,Taekwondo,0,1,0,1,2000-10-01
Daniel Trenton,23.0,Australia,2000,Taekwondo,0,1,0,1,2000-10-01
Julien Benneteau,30.0,France,2012,Tennis,0,0,1,1,2012-08-12
Bob Bryan,34.0,United States,2012,Tennis,1,0,0,1,2012-08-12
Juan Martín del Potro,23.0,Argentina,2012,Tennis,0,0,1,1,2012-08-12
Roger Federer,30.0,Switzerland,2012,Tennis,0,1,0,1,2012-08-12
Richard Gasquet,26.0,France,2012,Tennis,0,0,1,1,2012-08-12
Andrea Hlavácková,25.0,Czech Republic,2012,Tennis,0,1,0,1,2012-08-12
Lucie Hradecká,27.0,Czech Republic,2012,Tennis,0,1,0,1,2012-08-12
Mariya Kirilenko,25.0,Russia,2012,Tennis,0,0,1,1,2012-08-12
Michaël Llodra,32.0,France,2012,Tennis,0,1,0,1,2012-08-12
Max Mirnyi,35.0,Belarus,2012,Tennis,1,0,0,1,2012-08-12
Nadiya Petrova,30.0,Russia,2012,Tennis,0,0,1,1,2012-08-12
Lisa Raymond,38.0,United States,2012,Tennis,0,0,1,1,2012-08-12
Laura Robson,18.0,Great Britain,2012,Tennis,0,1,0,1,2012-08-12
Mariya Sharapova,25.0,Russia,2012,Tennis,0,1,0,1,2012-08-12
Jo Wilfried Tsonga,27.0,France,2012,Tennis,0,1,0,1,2012-08-12
Venus Williams,32.0,United States,2012,Tennis,1,0,0,1,2012-08-12
Simon Aspelin,34.0,Sweden,2008,Tennis,0,1,0,1,2008-08-24
Bob Bryan,30.0,United States,2008,Tennis,0,0,1,1,2008-08-24
Mike Bryan,30.0,United States,2008,Tennis,0,0,1,1,2008-08-24
Yelena Dementyeva,26.0,Russia,2008,Tennis,1,0,0,1,2008-08-24
Roger Federer,27.0,Switzerland,2008,Tennis,1,0,0,1,2008-08-24
Fernando González,28.0,Chile,2008,Tennis,0,1,0,1,2008-08-24
Thomas Johansson,33.0,Sweden,2008,Tennis,0,1,0,1,2008-08-24
Anabel Medina,26.0,Spain,2008,Tennis,0,1,0,1,2008-08-24
Rafael Nadal,22.0,Spain,2008,Tennis,1,0,0,1,2008-08-24
Vivi Ruano,34.0,Spain,2008,Tennis,0,1,0,1,2008-08-24
Dinara Safina,22.0,Russia,2008,Tennis,0,1,0,1,2008-08-24
Stanislas Wawrinka,23.0,Switzerland,2008,Tennis,1,0,0,1,2008-08-24
Serena Williams,26.0,United States,2008,Tennis,1,0,0,1,2008-08-24
Venus Williams,28.0,United States,2008,Tennis,1,0,0,1,2008-08-24
Yan Zi,23.0,China,2008,Tennis,0,0,1,1,2008-08-24
Zheng Jie,25.0,China,2008,Tennis,0,0,1,1,2008-08-24
Vera Zvonaryova,23.0,Russia,2008,Tennis,0,0,1,1,2008-08-24
Novak Ðokovic,21.0,Serbia,2008,Tennis,0,0,1,1,2008-08-24
Mario Ancic,20.0,Croatia,2004,Tennis,0,0,1,1,2004-08-29
Mardy Fish,22.0,United States,2004,Tennis,0,1,0,1,2004-08-29
Justine Henin Hardenne,22.0,Belgium,2004,Tennis,1,0,0,1,2004-08-29
Nicolas Kiefer,27.0,Germany,2004,Tennis,0,1,0,1,2004-08-29
Li Ting,24.0,China,2004,Tennis,1,0,0,1,2004-08-29
Ivan Ljubicic,25.0,Croatia,2004,Tennis,0,0,1,1,2004-08-29
Conchita Martínez,32.0,Spain,2004,Tennis,0,1,0,1,2004-08-29
Amélie Mauresmo,25.0,France,2004,Tennis,0,1,0,1,2004-08-29
